"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"671a8caff5a0a972a9c5b12f","607c3e58-49ca-442c-8d32-bd226ab59f29","SERVICE","recipe-store","broccoli-cheddar-egg-muffins","Broccoli Cheddar Egg Muffins","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>1 cup broccoli, chopped</span></p></li><li><p style=""text-align: center; ""><span>1/4 cup diced onion</span></p></li><li><p style=""text-align: center; ""><span>5 slices of turkey bacon</span></p></li><li><p style=""text-align: center; ""><span>8 eggs</span></p></li><li><p style=""text-align: center; ""><span>1/2 cup low fat shredded cheese</span></p></li><li><p style=""text-align: center; ""><span>1 tbsp olive oil</span></p></li><li><p style=""text-align: center; ""><span>1/2 tsp garlic powder</span></p></li><li><p style=""text-align: center; ""><span>1/4 tsp salt</span></p></li><li><p style=""text-align: center; ""><span>1/4 tsp pepper</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Preheat the oven to 400</span>°<span>F.</span></p></li><li><p style=""text-align: center; ""><span>Cook turkey bacon according to package instructions and then cut up into small pieces.</span></p></li><li><p style=""text-align: center; ""><span>Add olive oil, broccoli, onion, salt, garlic powder, and pepper to a pan and sauté over medium heat.</span></p></li><li><p style=""text-align: center; ""><span>In a bowl, whisk the eggs, bacon, and cheese.</span></p></li><li><p style=""text-align: center; ""><span>Pour pan contents into the bowl and mix throughly.</span></p></li><li><p style=""text-align: center; ""><span>In a six count muffin tin, distribute mix evenly and bake for 15-20 minutes or until completely cooked.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>4 servings</p><p style=""text-align: center; ""><strong>1 muffin (114g): </strong>159 calories, 10 g fat, 4 g carbohydrates, 12g protein</p><p style=""text-align: center; ""><strong>Cronometer Recipe Name:</strong><span> Fitomics Broccoli Cheddar Egg Muffins</span></p><p style=""text-align: center; ""><span>#breakfast #recipes #easy #mealprep #lowcarb #eggs #brunch</span></p>","SQ3421480","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/breakfast, /easy-meals","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/593b696d-9c99-465f-a2e7-eb1803a9c6ad/4.jpg"
"671a8dd67dfdf95e57d907d8","b5292ecf-c39d-4df4-bead-46232b6a703d","SERVICE","recipe-store","tater-tot-breakfast-casserole","Tater Tot Breakfast Casserole","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>1 lb. turkey sausage</span></p></li><li><p style=""text-align: center; ""><span>1.5 cups egg whites</span></p></li><li><p style=""text-align: center; ""><span>1.5 cup low fat cottage cheese</span></p></li><li><p style=""text-align: center; ""><span>6 servings of tater tots (504 g)</span></p></li><li><p style=""text-align: center; ""><span>1/2 cup shredded cheddar cheese</span></p></li><li><p style=""text-align: center; ""><span>1/2 tsp salt</span></p></li><li><p style=""text-align: center; ""><span>1/2 tsp pepper</span></p></li><li><p style=""text-align: center; ""><span>1/2 tsp garlic powder</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Preheat oven to 375</span>°<span>F degrees.</span></p></li><li><p style=""text-align: center; ""><span>Spray a casserole dish with cooking grease and set aside.</span></p></li><li><p style=""text-align: center; ""><span>Heat a skillet over medium-high heat.</span></p></li><li><p style=""text-align: center; ""><span>Brown turkey sausage and drain excess grease from skillet. Set aside.</span></p></li><li><p style=""text-align: center; ""><span>In a blender, add egg whites, cottage cheese, and seasonings. Blend until creamy.</span></p></li><li><p style=""text-align: center; ""><span>Pour the blended egg mixture into the bottom of the greased casserole dish and add the cooked turkey sausage.</span></p></li><li><p style=""text-align: center; ""><span>Sprinkle ½ of the cheese across the top.</span></p></li><li><p style=""text-align: center; ""><span>Evenly distribute the tater tots across the top of the casserole and add the remaining cheese.</span></p></li><li><p style=""text-align: center; ""><span>Bake at 375</span>°<span>F for 40 mins.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>6 servings</p><p style=""text-align: center; ""><strong>1 serving (270g): </strong>435 calories, 22g fat, 29g carbohydrates, 31g protein</p><p style=""text-align: center; ""><strong>Cronometer Recipe Name:</strong><span> Fitomics Tater Tot Breakfast Casserole</span></p><p style=""text-align: center; ""><span>#breakfast #recipes #easy #mealprep #casserole #brunch</span></p>","SQ0847413","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/breakfast, /easy-meals","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/51076c82-268f-4f06-bc65-1c67038fe3e2/6.jpg"
"671a8f2c30da9777e243354b","a3156419-dbe0-428e-b47f-f2704fe27822","SERVICE","recipe-store","shrimp-and-broccoli-stir-fry","Shrimp and Broccoli Stir Fry","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>1 lb. shrimp, peeled and deveined</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp olive oil</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp agave or honey</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp reduced sodium soy sauce</span></p></li><li><p style=""text-align: center; ""><span>1/2 tsp ginger</span></p></li><li><p style=""text-align: center; ""><span>1 tbsp minced garlic</span></p></li><li><p style=""text-align: center; ""><span>2 cups broccoli</span></p></li><li><p style=""text-align: center; ""><span>2 cups brown rice</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>In a bowl, mix olive oil, agave, soy sauce, ginger, and minced garlic.</span></p></li><li><p style=""text-align: center; ""><span>Marinade shrimp in the sauce for 20 minutes.</span></p></li><li><p style=""text-align: center; ""><span>Steam broccoli and cook rice, set both aside.</span></p></li><li><p style=""text-align: center; ""><span>In a large skillet on medium high heat, pour shrimp and sauce into pan and sear for 2 minutes on each side.</span></p></li><li><p style=""text-align: center; ""><span>Add broccoli and rice and reduce heat to low.</span></p></li><li><p style=""text-align: center; ""><span>Cover and let sear for 5 minutes or until all sauce has been absorbed.</span></p></li><li><p style=""text-align: center; ""><span>Enjoy!</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>6 servings</p><p style=""text-align: center; ""><strong>1 serving (209g): </strong>259 calories, 7g fat, 28g carbohydrates, 21g protein</p><p style=""text-align: center; ""><strong>Cronometer Recipe Name:</strong><span> Fitomics Shrimp and Broccoli Stir Fry</span></p><p style=""text-align: center; ""><span>#dinner #recipes #shrimp #stirfry #seafood </span></p>","SQ5028002","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/dinner","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/f1c88143-6414-47f1-a19d-c439233092f8/8.jpg"
"671a9029740cc74a2e8a392e","c6bc8342-1a1e-4012-9ee1-808425c259ba","SERVICE","recipe-store","buffalo-chicken-casserole","Buffalo Chicken Casserole","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>30 oz. chicken (cooked)</span></p></li><li><p style=""text-align: center; ""><span>30 oz. frozen riced cauliflower</span></p></li><li><p style=""text-align: center; ""><span>1/3 cup Primal Kitchen buffalo sauce</span></p></li><li><p style=""text-align: center; ""><span>1 packet ranch seasoning</span></p></li><li><p style=""text-align: center; ""><span>2 cups shredded cheese</span></p></li><li><p style=""text-align: center; ""><span>8 oz reduced fat cream cheese</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Preheat oven to 350</span>°<span>F.</span></p></li><li><p style=""text-align: center; ""><span>Microwave riced cauliflower according to package instructions.</span></p></li><li><p style=""text-align: center; ""><span>Combine all ingredients, including cooked cauliflower, in a large bowl and mix.</span></p></li><li><p style=""text-align: center; ""><span>Pour mixture into a casserole dish and bake for 35 minutes.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>8 servings</p><p style=""text-align: center; ""><strong>1 serving: </strong>440 calories, 27g fat, 11g carbohydrates, 36g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics Buffalo Chicken Casserole</span></p><p style=""text-align: center; ""><span>#dinner #recipes #easy #casserole #lowcarb</span></p>","SQ6308322","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/dinner","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/191530c3-2e8a-4cf6-ad82-c2761ae1b1dc/10.jpg"
"671a918a6aa643149026f5f0","e2aaea51-b8a6-474c-9ec6-1142cc3ebaca","SERVICE","recipe-store","southwest-chicken-salad","Southwest Chicken Salad","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p><span>24 oz. chicken tenderloins</span></p></li><li><p><span>1 cup black beans</span></p></li><li><p><span>1 cup red bell peppers</span></p></li><li><p><span>1 cup chickpeas</span></p></li><li><p><span>1 cup corn</span></p></li><li><p><span>1 cup cucumber, chopped</span></p></li><li><p><span>1 cup cooked shallot</span></p></li><li><p><span>1 cup jalapeno peppers, chopped</span></p></li><li><p><span>1 tbsp cilantro</span></p></li><li><p><span>1 cup low-fat shredded cheese</span></p></li><li><p><span>2 tbsp Primal Kitchen cilantro lime dressing</span></p></li><li><p><span>2 cups lettuce</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p><span>Cook chicken, black beans, chickpeas, and shallots prior to assembling salad.</span></p></li><li><p><span>Chop peppers and onions.</span></p></li><li><p><span>In a large bowl, add cooked ingredients and chopped vegetables to lettuce.</span></p></li><li><p><span>Toss with Primal Kitchen cilantro lime dressing.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>4 servings</p><p style=""text-align: center; ""><strong>1 serving: </strong>441 calories, 10g fat, 38g carbohydrates, 53g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics Southwest Chicken Salad</span></p><p style=""text-align: center; ""><span>#dinner #recipes #easy #salas #chicken #summermeals</span></p>","SQ3078405","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/dinner","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/8dc95590-8187-4fec-8f12-cfe8281eb16c/12.jpg"
"671a935ce5d7fa7996e0b622","0f9c6cbe-f59f-4348-90a1-db0d6862eee0","SERVICE","recipe-store","cheeseburger-wrap","Cheeseburger Wrap","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>1 lb. 90% lean ground beef</span></p></li><li><p style=""text-align: center; ""><span>1 tbsp Worcestershire sauce</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp sugar free ketchup</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp mustard</span></p></li><li><p style=""text-align: center; ""><span>1 tsp minced onion</span></p></li><li><p style=""text-align: center; ""><span>1 dash of salt and pepper</span></p></li><li><p style=""text-align: center; ""><span>4 Joseph's Lavash bread sheets</span></p></li><li><p style=""text-align: center; ""><span>1 cup shredded cheddar cheese</span></p></li><li><p style=""text-align: center; ""><span>2 cups lettuce</span></p></li><li><p style=""text-align: center; ""><span>1 cup tomatoes, chopped</span></p></li><li><p style=""text-align: center; ""><span>1 red onion, chopped</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Cook ground beef in fry pan.</span></p></li><li><p style=""text-align: center; ""><span>Add Worcestershire sauce, ketchup, minced onion, salt, and pepper to beef and stir.</span></p></li><li><p style=""text-align: center; ""><span>Lay Lavash bread sheets flat and sprinkle cheese on each.</span></p></li><li><p style=""text-align: center; ""><span>Add beef, lettuce, and tomato to Lavash bread.</span></p></li><li><p style=""text-align: center; ""><span>Wrap filling up in Lavash bread and heat on each side for 2-3 minutes or until lightly browned.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>4 servings</p><p style=""text-align: center; ""><strong>1 wrap: </strong>561 calories, 33g fat, 17g carbohydrates, 49g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics Cheeseburger Wrap</span></p><p style=""text-align: center; ""><span>#dinner #recipes #easy #wrap #cheeseburger #wrap</span></p>","SQ0046511","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/easy-meals, /dinner","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/09765bf3-7e23-45d5-b276-dc15ad094236/14.jpg"
"671a98a3fb164a4a4700a09f","1abd5ab3-bada-4fa8-bf5b-2e36c0b4f5a3","SERVICE","recipe-store","creamy-butternut-squash-pasta","Creamy Butternut Squash Pasta","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p><span>2 cups butternut squash</span></p></li><li><p><span>3 tbsp olive oil</span></p></li><li><p><span>1/4 tsp salt</span></p></li><li><p><span>1/4 tsp black pepper</span></p></li><li><p><span>1/2 lb. turkey sausage, crumbled</span></p></li><li><p><span>4 garlic cloves, minced</span></p></li><li><p><span>6 oz. spinach</span></p></li><li><p><span>1 cup heavy cream</span></p></li><li><p><span>1/3 cup shredded parmesan cheese</span></p></li><li><p><span>8 oz. Banza bow tie pasta</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p><span>Preheat oven to 400°F.</span></p></li><li><p><span>In a large bowl, toss cubed butternut squash with 1 tbsp olive oil, salt, and pepper.</span></p></li><li><p><span>Spread the squash on a parchment paper-lined baking sheet in one layer and roast for 30 minutes.</span></p></li><li><p><span>In a medium skillet, heat 1 tablespoon of olive oil on medium heat.</span></p></li><li><p><span>Add crumbled sausage to skillet and cook for about 10 minutes, regularly stirring, until the sausage is cooked through. Set aside.</span></p></li><li><p><span>Cook pasta according to package instructions. Set aside.</span></p></li><li><p><span>In a separate, large skillet, heat 1 tablespoon of olive oil together with minced garlic and spinach over medium heat and cook for about 5 or 7 minutes or until spinach starts to wilt.</span></p></li><li><p><span>Add heavy cream to skillet until boiling, then immediately reduce to simmer.</span></p></li><li><p><span>Add shredded Parmesan cheese to skillet continuing to stir on simmer until the cheese melts.</span></p></li><li><p><span>Add cooked, drained pasta, cooked sausage, and butternut squash to the skillet with the creamy spinach sauce and stir to combine.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>8 servings</p><p style=""text-align: center; ""><strong>1 serving (176g): </strong>366 calories, 23g fat, 24g carbohydrates, 19g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics Creamy Butternut Squash Pasta</span></p><p style=""text-align: center; ""><span>#dinner #recipes #easy #pasta #squash</span></p>","SQ3864460","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/dinner","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/1d5ba093-793e-42f0-820b-4134d58be650/18.jpg"
"671f8e003cd8c723b6b2ef75","950d9759-fc85-4ccb-b3b2-fd13cf9db107","SERVICE","recipe-store","foil-baked-salmon-and-asparagus","Foil Baked Salmon and Asparagus","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>2 salmon fillet (around 1 lb)</span></p></li><li><p style=""text-align: center; ""><span>2 tbsps reduced sodium bone broth</span></p></li><li><p style=""text-align: center; ""><span>2 tsp minced garlic</span></p></li><li><p style=""text-align: center; ""><span>1.5 tbsp lemon juice</span></p></li><li><p style=""text-align: center; ""><span>½ tsp salt</span></p></li><li><p style=""text-align: center; ""><span>½ tsp pepper</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp avocado oil butter</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp parsley</span></p></li><li><p style=""text-align: center; ""><span>1 lb asparagus (450 g)</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Preheat your oven to 425℉.</span></p></li><li><p style=""text-align: center; ""><span>Prepare 2 aluminum foil sheets (14 x 12) on top of a baking sheet.</span></p></li><li><p style=""text-align: center; ""><span>In a small mixing bowl, combine bone broth, lemon juice, garlic, butter, salt, and pepper.</span></p></li><li><p style=""text-align: center; ""><span>Lay salmon on one sheet of foil and fold edges up so that the salmon is surrounded and the mixture won’t fall out.</span></p></li><li><p style=""text-align: center; ""><span>Lay asparagus on the other sheet of foil. Spray both with cooking spray. Pour ¾ of sauce mixture on the salmon and the remaining ¼ on the asparagus.</span></p></li><li><p style=""text-align: center; ""><span>Add parsley on top of both asparagus and salmon</span></p></li><li><p style=""text-align: center; ""><span>Cook for 20-25 minutes or until salmon is cooked all the way through.</span></p></li><li><p style=""text-align: center; ""><span>Carefully unwrap each sheet of foil and let cool before eating.</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>4 servings</p><p style=""text-align: center; ""><strong>1 serving (259g): </strong>290 calories, 15g fat, 6g carbohydrates, 32g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics Foil Baked Salmon and Asparagus  </span></p><p style=""text-align: center; ""><span>#dinner #recipes #easy #salmon #omega3s</span></p>","SQ0132318","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/easy-meals, /dinner","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/f7b76b7f-99a5-4bea-99b4-f79516bcfa73/5.jpg"
"671f8f148ac1473e3a5c0241","dae8432a-776d-49fa-9c8f-42c544be40dd","SERVICE","recipe-store","protein-oreo-dip","Protein Oreo Dip","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>1 cup of plain, nonfat Greek yogurt</span></p></li><li><p style=""text-align: center; ""><span>1 cup light Cool Whip</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp sugar free instant vanilla pudding mix</span></p></li><li><p style=""text-align: center; ""><span>4 Oreo thins</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Add Oreos to a bag and crush them.</span></p></li><li><p style=""text-align: center; ""><span>Then, add all the ingredients to a bowl and mix!</span></p></li><li><p style=""text-align: center; ""><span>Pair with graham crackers, pretzels, etc.</span></p></li><li><p style=""text-align: center; ""><span>Enjoy!</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>2 servings</p><p style=""text-align: center; ""><strong>1 serving (185g): </strong>254 calories, 5g fat, 36g carbohydrates, 14g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics  Protein Oreo Dip</span></p><p style=""text-align: center; ""><span>#dessert #recipes #easy</span></p>","SQ5113426","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/desserts","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/3547b16d-5407-42ea-a914-54927dfa76fc/27.jpg"
"671f931d972d0056560d5d54","64da7023-163f-47ef-9e66-3f5d2fcae479","SERVICE","recipe-store","fruity-chia-seed-smoothie","Fruity Chia Seed Smoothie","<h3 style=""text-align: center; ""><strong>Ingredients:</strong></h3><ul data-rte-list=""true""><li><p style=""text-align: center; ""><span>1 cup of frozen strawberries</span></p></li><li><p style=""text-align: center; ""><span>1 medium frozen banana</span></p></li><li><p style=""text-align: center; ""><span>1/2 cup plain non-fat Greek yogurt</span></p></li><li><p style=""text-align: center; ""><span>1 cup unsweetened plain almond milk</span></p></li><li><p style=""text-align: center; ""><span>1/2 tsp vanilla extract</span></p></li><li><p style=""text-align: center; ""><span>2 tbsp chia seeds</span></p></li><li><p style=""text-align: center; ""><span>1 cup frozen mango</span></p></li><li><p style=""text-align: center; ""><span>100 g frozen blueberries</span></p></li><li><p style=""text-align: center; ""><span>1 scoop vanilla protein powder</span></p></li></ul><h3 style=""text-align: center; ""><strong>Directions:</strong></h3><ol data-rte-list=""true""><li><p style=""text-align: center; ""><span>Add all ingredients to a blender.</span></p></li><li><p style=""text-align: center; ""><span>Blend until smooth.</span></p></li><li><p style=""text-align: center; ""><span>Enjoy!</span></p></li></ol><p style=""text-align: center; ""><strong>Nutrition Data:</strong></p><p style=""text-align: center; ""><strong>Recipe Yield: </strong>2 servings</p><p style=""text-align: center; ""><strong>1 serving (447g): </strong>299 calories, 6g fat, 44g carbohydrates, 21g protein</p><p style=""text-align: center; "">Cronometer Recipe Name:<span> Fitomics Fruity Chia Seed Smoothie</span></p><p style=""text-align: center; ""><span>#smoothie #recipes #easy</span></p>","SQ3443747","","","","","","","","","","","","","0.00","0.00","No","Unlimited","/drinks-smoothies","recipe","","","","","Yes","https://images.squarespace-cdn.com/content/v1/636146ec2f426a7dc5268652/1a95b80d-283e-4569-896f-b7a79cacb0b4/25.jpg"
